id,created_at,resolved_at,minutes,impact,status,name,components,updates,url,evidence
r7vy1wy1wm4t,2020-12-02T23:00:00,2020-12-02T00:01:00,61,maintenance,resolved,[Scheduled] US-02 Network Maintenance,,,https://braze.statuspage.io/incidents/r7vy1wy1wm4t,company-own (operational)
4pw16w8rpqhz,2020-12-02T18:00:00,2020-12-02T19:01:00,61,maintenance,resolved,[Scheduled] EU-01 Network Maintenance,,,https://braze.statuspage.io/incidents/4pw16w8rpqhz,company-own (operational)
tfljlnql1hz5,2020-11-14T23:00:00,2020-11-14T02:00:00,180,maintenance,resolved,[Scheduled] US Network Maintenance,,,https://braze.statuspage.io/incidents/tfljlnql1hz5,company-own (operational)
bwsmmpq04ldn,2020-11-12T23:00:00,2020-11-12T23:54:00,54,maintenance,resolved,[Scheduled] US-01 Network Maintenance,,,https://braze.statuspage.io/incidents/bwsmmpq04ldn,company-own (operational)
8xtsc7ywyf9x,2020-11-12T23:00:00,2020-11-12T23:54:00,54,maintenance,resolved,[Scheduled] US-02 Network Maintenance,,,https://braze.statuspage.io/incidents/8xtsc7ywyf9x,company-own (operational)
7yblkk52bgxf,2020-11-12T23:00:00,2020-11-12T23:54:00,54,maintenance,resolved,[Scheduled] US-03 Network Maintenance,,,https://braze.statuspage.io/incidents/7yblkk52bgxf,company-own (operational)
wyp3kq92cvl0,2020-11-12T23:00:00,2020-11-12T23:53:00,53,maintenance,resolved,[Scheduled] US-04 Network Maintenance,,,https://braze.statuspage.io/incidents/wyp3kq92cvl0,company-own (operational)
dgz4wnb8v9zr,2020-11-12T23:00:00,2020-11-12T23:53:00,53,maintenance,resolved,[Scheduled] US-06 Network Maintenance,,,https://braze.statuspage.io/incidents/dgz4wnb8v9zr,company-own (operational)
2jkgldgj3vky,2020-11-12T18:00:00,2020-11-12T19:20:00,80,maintenance,resolved,[Scheduled] EU-01 Network Maintenance,,,https://braze.statuspage.io/incidents/2jkgldgj3vky,company-own (operational)
lyfccdx0z9sh,2020-11-09T19:46:00,,,maintenance,resolved,[Scheduled] US-01 Network Maintenance,,,https://braze.statuspage.io/incidents/lyfccdx0z9sh,company-own (operational)
h2v4cxxzmgzw,2020-11-09T18:00:00,2020-11-09T19:01:00,61,maintenance,resolved,[Scheduled] EU-01 Network Maintenance,,,https://braze.statuspage.io/incidents/h2v4cxxzmgzw,company-own (operational)
hxr3p446d8fn,2020-11-07T03:00:00,2020-11-07T03:00:00,0,minor,resolved,US-01 SDK API elevated error rates,,,https://braze.statuspage.io/incidents/hxr3p446d8fn,company-own (operational)
38zysfb5mcxk,2020-10-27T23:00:00,2020-10-27T00:04:00,64,maintenance,resolved,[Scheduled] US-01 Network Maintenance,,,https://braze.statuspage.io/incidents/38zysfb5mcxk,company-own (operational)
06xj501vqpfj,2020-10-26T22:00:00,2020-10-26T01:34:00,214,maintenance,resolved,[Scheduled] North America Network Maintenance,,,https://braze.statuspage.io/incidents/06xj501vqpfj,company-own (operational)
sytvbk0d7jj4,2020-10-23T23:00:00,2020-10-23T00:35:00,95,maintenance,resolved,[Scheduled] US-03 Network Maintenance,,,https://braze.statuspage.io/incidents/sytvbk0d7jj4,company-own (operational)
d09n8yyt8l21,2020-10-23T23:00:00,2020-10-23T00:35:00,95,maintenance,resolved,[Scheduled] US-04 Network Maintenance,,,https://braze.statuspage.io/incidents/d09n8yyt8l21,company-own (operational)
9b1dxbchy9g7,2020-10-21T19:00:00,2020-10-21T19:37:00,37,maintenance,resolved,[Scheduled] EU-01 Network Maintenance,,,https://braze.statuspage.io/incidents/9b1dxbchy9g7,company-own (operational)
715n9wvz85k8,2020-10-20T23:00:00,2020-10-20T23:52:00,52,maintenance,resolved,[Scheduled] US-06 Network Maintenance,,,https://braze.statuspage.io/incidents/715n9wvz85k8,company-own (operational)
d2j27vf96rf6,2020-10-20T12:49:00,2020-10-20T13:59:00,70,minor,resolved,Dashboard Loading Issues on US01,,,https://braze.statuspage.io/incidents/d2j27vf96rf6,company-own (operational)
50zl1tsy3yyk,2020-10-19T23:00:00,2020-10-19T23:32:00,32,maintenance,resolved,[Scheduled] US-02 Network Maintenance,,,https://braze.statuspage.io/incidents/50zl1tsy3yyk,company-own (operational)
743jr7tkyxlr,2020-10-04T23:37:00,2020-10-04T01:13:00,96,major,resolved,Database connectivity issues on US clusters,,,https://braze.statuspage.io/incidents/743jr7tkyxlr,company-own (operational)
h7ly71nbkkr7,2020-09-23T07:51:00,2020-09-23T09:53:00,122,minor,resolved,Increased SDK API error rates in EU 01,,,https://braze.statuspage.io/incidents/h7ly71nbkkr7,company-own (operational)
8tn0ptt6j8bx,2020-08-30T07:39:00,2020-08-30T12:50:00,311,none,resolved,Investigating connectivity issues caused by Fastly issue,,,https://braze.statuspage.io/incidents/8tn0ptt6j8bx,company-own (operational)
1nztkh42ydsr,2020-08-26T18:13:00,2020-08-26T21:55:00,222,major,resolved,New Content Cards Not Being Served in EU 01,,,https://braze.statuspage.io/incidents/1nztkh42ydsr,company-own (operational)
pn12qxp6l089,2020-08-22T12:27:00,2020-08-22T13:30:00,63,minor,resolved,Degraded data processing and message sending in US AWS Clusters,,,https://braze.statuspage.io/incidents/pn12qxp6l089,company-own (operational)
5pvqx1vr7tkt,2020-08-04T18:58:00,2020-08-04T21:02:00,124,minor,resolved,Processing slowness on US01/US03,,,https://braze.statuspage.io/incidents/5pvqx1vr7tkt,company-own (operational)
28b1fgc8mj19,2020-07-29T12:23:00,2020-07-29T15:00:00,157,minor,resolved,"Delayed SDK data processing in US 01, US 03",,,https://braze.statuspage.io/incidents/28b1fgc8mj19,company-own (operational)
lkw81ymxtdjv,2020-07-28T10:05:00,2020-07-28T18:08:00,483,none,resolved,SendGrid email subprocessor is experiencing an incident,,,https://braze.statuspage.io/incidents/lkw81ymxtdjv,company-own (operational)
0ygqqkh4lcx8,2020-07-23T23:00:00,2020-07-23T02:01:00,181,maintenance,resolved,[Scheduled] US-01 and US-04 database maintenances,,,https://braze.statuspage.io/incidents/0ygqqkh4lcx8,company-own (operational)
4vwfp8p8mqx0,2020-07-22T23:00:00,2020-07-22T02:00:00,180,maintenance,resolved,[Scheduled] US-03 database maintenance,,,https://braze.statuspage.io/incidents/4vwfp8p8mqx0,company-own (operational)
sqs242nw3lfp,2020-07-14T23:00:00,2020-07-14T01:00:00,120,maintenance,resolved,[Scheduled] US-02 database maintenance,,,https://braze.statuspage.io/incidents/sqs242nw3lfp,company-own (operational)
k4wz0298hb8b,2020-07-14T20:01:00,2020-07-14T23:00:00,179,maintenance,resolved,[Scheduled] EU-01 database maintenance,,,https://braze.statuspage.io/incidents/k4wz0298hb8b,company-own (operational)
18t3pp8jr2hc,2020-07-14T02:14:00,2020-07-14T03:32:00,78,major,resolved,US 03 increased error rates,,,https://braze.statuspage.io/incidents/18t3pp8jr2hc,company-own (operational)
bjy4q4h9k051,2020-07-06T22:18:00,2020-07-06T22:42:00,24,minor,resolved,Delayed data processing and message sending on US 03,,,https://braze.statuspage.io/incidents/bjy4q4h9k051,company-own (operational)
54fnnpm176th,2020-06-23T20:35:00,2020-06-23T21:02:00,27,critical,resolved,US-01 Data Collection Outage,,,https://braze.statuspage.io/incidents/54fnnpm176th,company-own (operational)
3vtsbxpvdjtv,2020-06-23T13:28:00,2020-06-23T16:13:00,165,major,resolved,Snowflake Reporting and Sharing,,,https://braze.statuspage.io/incidents/3vtsbxpvdjtv,company-own (operational)
wctmsd5zcc9l,2020-06-12T20:01:00,2020-06-12T22:00:00,119,maintenance,resolved,[Scheduled] Braze.com Maintenance,,,https://braze.statuspage.io/incidents/wctmsd5zcc9l,company-own (operational)
w4lgp6m0nx1l,2020-06-12T18:45:00,2020-06-12T19:31:00,46,minor,resolved,Data Processing Delays in 06 for a Subset of Customers,,,https://braze.statuspage.io/incidents/w4lgp6m0nx1l,company-own (operational)
76391pm4r8hz,2020-06-04T02:10:00,2020-06-04T05:56:00,226,minor,resolved,High error rates in US 01 and delayed processing,,,https://braze.statuspage.io/incidents/76391pm4r8hz,company-own (operational)
sgy2w11zqt0c,2020-05-13T21:00:00,2020-05-13T22:01:00,61,maintenance,resolved,[Scheduled] US 01 Database maintenance,,,https://braze.statuspage.io/incidents/sgy2w11zqt0c,company-own (operational)
0zmj4yr22fv4,2020-05-04T15:57:00,2020-05-04T17:12:00,75,minor,resolved,US 03 data processing delays,,,https://braze.statuspage.io/incidents/0zmj4yr22fv4,company-own (operational)
12ykw9ksz0hj,2020-03-24T11:57:00,2020-03-24T12:22:00,25,minor,resolved,Degraded Data Processing on US03,,,https://braze.statuspage.io/incidents/12ykw9ksz0hj,company-own (operational)
nwqk92xdnx9p,2020-03-18T10:39:00,2020-03-18T11:57:00,78,minor,resolved,Database performance issues on US01,,,https://braze.statuspage.io/incidents/nwqk92xdnx9p,company-own (operational)
q8w9mgzlws8m,2020-03-15T12:10:00,2020-03-15T12:57:00,47,minor,resolved,Data Processing delays on US 01,,,https://braze.statuspage.io/incidents/q8w9mgzlws8m,company-own (operational)
mjtq00qblltm,2020-02-29T13:40:00,2020-02-29T15:47:00,127,minor,resolved,Processing delays on US 01,,,https://braze.statuspage.io/incidents/mjtq00qblltm,company-own (operational)
dxl12rf1sts1,2020-02-24T20:46:00,2020-02-24T22:29:00,103,minor,resolved,EU-01 Degraded Performance,,,https://braze.statuspage.io/incidents/dxl12rf1sts1,company-own (operational)
xzl95xt16tsj,2020-02-03T16:16:00,2020-02-03T19:25:00,189,critical,resolved,Connection issues on US data centers,,,https://braze.statuspage.io/incidents/xzl95xt16tsj,company-own (operational)
cbvlc2wn321j,2020-01-22T12:30:00,2020-01-22T13:24:00,54,none,resolved,Minor REST API impact due to subprocessor performance issue,,,https://braze.statuspage.io/incidents/cbvlc2wn321j,company-own (operational)
9kdrhdnlyk4b,2020-01-03T14:32:00,2020-01-03T16:33:00,121,major,resolved,Dashboard Login Issues - US01,,,https://braze.statuspage.io/incidents/9kdrhdnlyk4b,company-own (operational)
h3vm8h6ptdgz,2020-01-02T21:00:00,2020-01-02T21:26:00,26,maintenance,resolved,[Scheduled] EU 01 Database Maintenance,,,https://braze.statuspage.io/incidents/h3vm8h6ptdgz,company-own (operational)
vkkvvtrh89sh,2019-11-22T21:00:00,2019-11-22T21:23:00,23,maintenance,resolved,[Scheduled] EU 01 database maintenance,,,https://braze.statuspage.io/incidents/vkkvvtrh89sh,company-own (operational)
1bldnmdr94z7,2019-11-18T14:57:00,2019-11-18T15:45:00,48,major,resolved,Dashboard login problems,,,https://braze.statuspage.io/incidents/1bldnmdr94z7,company-own (operational)
pklskgvyxt8s,2019-11-14T07:44:00,2019-11-14T08:05:00,21,minor,resolved,Delayed data processing and message sending on US 01,,,https://braze.statuspage.io/incidents/pklskgvyxt8s,company-own (operational)
t5113j1w5l2g,2019-11-12T03:20:00,2019-11-12T03:55:00,35,minor,resolved,Delayed data processing and message sending in EU 01,,,https://braze.statuspage.io/incidents/t5113j1w5l2g,company-own (operational)
tn5mg7lrjydg,2019-10-08T10:09:00,2019-10-08T10:09:00,0,minor,resolved,US-03 SDK API Increased Error Rates,,,https://braze.statuspage.io/incidents/tn5mg7lrjydg,company-own (operational)
lxf7q5n9stg2,2019-10-04T14:30:00,2019-10-04T16:58:00,148,minor,resolved,"Processing delays on US 01, US 03, US 04",,,https://braze.statuspage.io/incidents/lxf7q5n9stg2,company-own (operational)
r1z9gw8hwm5f,2019-10-02T20:58:00,2019-10-02T02:05:00,307,minor,resolved,Processing delays on US 01,,,https://braze.statuspage.io/incidents/r1z9gw8hwm5f,company-own (operational)
hpyffzfvpxrd,2019-09-17T17:43:00,2019-09-17T19:15:00,92,major,resolved,Delayed SendGrid email sending,,,https://braze.statuspage.io/incidents/hpyffzfvpxrd,company-own (operational)
0ddlgvx8v22y,2019-09-11T21:21:00,2019-09-11T21:39:00,18,major,resolved,Data processing slowness on EU01,,,https://braze.statuspage.io/incidents/0ddlgvx8v22y,company-own (operational)
q7lcgqrkd871,2019-09-05T23:01:00,2019-09-05T07:02:00,481,maintenance,resolved,[Scheduled] AWS Direct Connect Maintenance - No Impact Expected,,,https://braze.statuspage.io/incidents/q7lcgqrkd871,company-own (operational)
mps5ny8p3gj1,2019-08-31T09:23:00,2019-08-31T12:36:00,193,major,resolved,Intermittent API issues on US clusters,,,https://braze.statuspage.io/incidents/mps5ny8p3gj1,company-own (operational)
g0jh6n6hj1ll,2019-08-23T21:12:00,2019-08-23T23:05:00,113,minor,resolved,US-03 degraded Dashboard and Data Collection,,,https://braze.statuspage.io/incidents/g0jh6n6hj1ll,company-own (operational)
8sg27hwhryvt,2019-08-23T08:15:00,2019-08-23T09:23:00,68,minor,resolved,Slow message sending on US 01,,,https://braze.statuspage.io/incidents/8sg27hwhryvt,company-own (operational)
y555ck8gj5z0,2019-08-22T04:15:00,2019-08-22T04:15:00,0,none,resolved,Increased REST API error rates in EU 01,,,https://braze.statuspage.io/incidents/y555ck8gj5z0,company-own (operational)
h3xtswbsvdw5,2019-08-19T15:13:00,2019-08-19T16:51:00,98,minor,resolved,Google OAuth 2.0 issue preventing some users from logging in Braze Dashboard,,,https://braze.statuspage.io/incidents/h3xtswbsvdw5,company-own (operational)
jg7fyzlybyv8,2019-08-13T13:35:00,2019-08-13T14:46:00,71,major,resolved,Email analytics processing delays - US01,,,https://braze.statuspage.io/incidents/jg7fyzlybyv8,company-own (operational)
f0c14jrkq5bk,2019-08-07T08:43:00,2019-08-07T08:43:00,0,none,resolved,Delayed email sending on US clusters - RESOLVED,,,https://braze.statuspage.io/incidents/f0c14jrkq5bk,company-own (operational)
9ky8pzr843s7,2019-08-06T11:18:00,2019-08-06T11:37:00,19,major,resolved,Increasing error rates for REST API in EU 01,,,https://braze.statuspage.io/incidents/9ky8pzr843s7,company-own (operational)
mpdx3xfs8cf5,2019-07-26T17:30:00,2019-07-26T18:28:00,58,none,resolved,US 03 Content Card syncing delays,,,https://braze.statuspage.io/incidents/mpdx3xfs8cf5,company-own (operational)
pgsptt9rcr7w,2019-07-24T22:43:00,2019-07-24T01:56:00,193,none,resolved,US 01 Content Card syncing delays,,,https://braze.statuspage.io/incidents/pgsptt9rcr7w,company-own (operational)
ypsvl2bqv2l1,2019-07-09T15:44:00,2019-07-09T16:30:00,46,critical,resolved,API outage on US 01,,,https://braze.statuspage.io/incidents/ypsvl2bqv2l1,company-own (operational)
qvl174n86z6q,2019-06-20T14:22:00,2019-06-20T16:10:00,108,minor,resolved,Sporadic availability and degraded processing / sending of messages on US-01,,,https://braze.statuspage.io/incidents/qvl174n86z6q,company-own (operational)
1z46cgqhbfwn,2019-06-20T11:40:00,2019-06-20T13:07:00,87,major,resolved,SDK outage in US-01. Data processing is slowed for mobile,,,https://braze.statuspage.io/incidents/1z46cgqhbfwn,company-own (operational)
jk22rvqq7h2s,2019-06-18T16:40:00,2019-06-18T16:54:00,14,minor,resolved,Slow message sending in US 01,,,https://braze.statuspage.io/incidents/jk22rvqq7h2s,company-own (operational)
xrmg3wh8rlxl,2019-04-19T19:35:00,2019-04-19T19:42:00,7,minor,resolved,EU 01 delayed message sending for a portion of action-based messaging,,,https://braze.statuspage.io/incidents/xrmg3wh8rlxl,company-own (operational)
wx3ts9pzjm1q,2019-04-15T12:56:00,2019-04-15T13:58:00,62,minor,resolved,Delayed data processing and message sending in US clusters,,,https://braze.statuspage.io/incidents/wx3ts9pzjm1q,company-own (operational)
pp9t0637f7g1,2019-04-13T21:25:00,,,maintenance,resolved,[Scheduled] US data center network maintenance - no impact expected,,,https://braze.statuspage.io/incidents/pp9t0637f7g1,company-own (operational)
jk6x7wvqyvzc,2019-04-13T12:22:00,2019-04-13T16:07:00,225,minor,resolved,Delayed Message Sending and Data Processing on US01,,,https://braze.statuspage.io/incidents/jk6x7wvqyvzc,company-own (operational)
syfzlp4t51zt,2019-04-13T11:31:00,2019-04-13T13:46:00,135,minor,resolved,US-01 Dashboard Degraded,,,https://braze.statuspage.io/incidents/syfzlp4t51zt,company-own (operational)
bz0fyzv89b5k,2019-04-12T21:20:00,2019-04-12T23:48:00,148,minor,resolved,US-01 Degraded Performance,,,https://braze.statuspage.io/incidents/bz0fyzv89b5k,company-own (operational)
9gds08y3xn6h,2019-04-12T15:24:00,2019-04-12T15:24:00,0,none,resolved,US-01 SDK Data Collection Outage,,,https://braze.statuspage.io/incidents/9gds08y3xn6h,company-own (operational)
wp5r1bd62885,2019-04-07T09:42:00,2019-04-07T10:53:00,71,minor,resolved,Investigating network issue in US,,,https://braze.statuspage.io/incidents/wp5r1bd62885,company-own (operational)
p9ck95vl409x,2019-04-03T13:24:00,2019-04-03T14:24:00,60,none,resolved,Issues saving Canvases with control steps,,,https://braze.statuspage.io/incidents/p9ck95vl409x,company-own (operational)
v32n5fyqkxg3,2019-03-26T20:00:00,2019-03-26T23:00:00,180,maintenance,resolved,[Scheduled] EU hardware upgrade maintenance - no impact expected,,,https://braze.statuspage.io/incidents/v32n5fyqkxg3,company-own (operational)
1975psyv1gqy,2019-03-20T07:46:00,2019-03-20T08:39:00,53,critical,resolved,Investigating dashboard timeouts on EU 01,,,https://braze.statuspage.io/incidents/1975psyv1gqy,company-own (operational)
k89w5jbrk20g,2019-03-18T13:28:00,2019-03-18T14:10:00,42,critical,resolved,US-01 SDK Data Collection Outage,,,https://braze.statuspage.io/incidents/k89w5jbrk20g,company-own (operational)
k3sl0f1303b0,2019-03-06T12:01:00,,,maintenance,resolved,[Scheduled] US data center network maintenance - no impact expected,,,https://braze.statuspage.io/incidents/k3sl0f1303b0,company-own (operational)
cxgk2kqb8s9l,2019-03-01T09:54:00,2019-03-01T09:54:00,0,none,resolved,Connectivity issues to US 01,,,https://braze.statuspage.io/incidents/cxgk2kqb8s9l,company-own (operational)
cc42bx20jrqc,2019-02-28T08:01:00,2019-02-28T08:44:00,43,minor,resolved,US-01 Degraded Performance,,,https://braze.statuspage.io/incidents/cc42bx20jrqc,company-own (operational)
4cdlnw78vfrf,2019-02-22T12:21:00,2019-02-22T13:15:00,54,none,resolved,Delayed Data Processing - US-01,,,https://braze.statuspage.io/incidents/4cdlnw78vfrf,company-own (operational)
v2gmyvph3011,2019-02-07T08:00:00,2019-02-07T19:45:00,705,minor,resolved,EU-01 Degraded Performance,,,https://braze.statuspage.io/incidents/v2gmyvph3011,company-own (operational)
xtzps92kr4hn,2019-02-05T23:21:00,2019-02-05T23:44:00,23,minor,resolved,US-01 Degraded Performance,,,https://braze.statuspage.io/incidents/xtzps92kr4hn,company-own (operational)
qtgtzsg8lh7q,2019-02-04T20:30:00,2019-02-04T21:47:00,77,maintenance,resolved,"[Scheduled] EU 01 maintenance on 2/5, 2/6, 2/7",,,https://braze.statuspage.io/incidents/qtgtzsg8lh7q,company-own (operational)
ms1d3cv91thp,2019-01-29T09:16:00,2019-01-29T09:16:00,0,none,resolved,Elevated error rates - US-01,,,https://braze.statuspage.io/incidents/ms1d3cv91thp,company-own (operational)
hmwbd7vtrwzx,2019-01-28T10:07:00,2019-01-28T11:37:00,90,minor,resolved,EU-01 Degraded Performance,,,https://braze.statuspage.io/incidents/hmwbd7vtrwzx,company-own (operational)
t8hvlc1kfsv5,2019-01-23T20:01:00,2019-01-23T21:00:00,59,maintenance,resolved,"[Scheduled] EU 01 maintenance on 1/23, 1/24, 1/25, and 1/28",,,https://braze.statuspage.io/incidents/t8hvlc1kfsv5,company-own (operational)
knsbpj7kw0rs,2019-01-22T20:00:00,2019-01-22T22:05:00,125,maintenance,resolved,"[Scheduled] EU 01 maintenance on 1/23, 1/24, 1/25, and 1/28",,,https://braze.statuspage.io/incidents/knsbpj7kw0rs,company-own (operational)
0sxxpw5s000c,2019-01-10T17:45:00,2019-01-10T18:21:00,36,minor,resolved,Investigating delayed data processing and message sending on US 03,,,https://braze.statuspage.io/incidents/0sxxpw5s000c,company-own (operational)
gqyp3ffqnnw0,2019-01-10T09:46:00,2019-01-10T11:32:00,106,minor,resolved,Delayed message sending and data processing on US 01,,,https://braze.statuspage.io/incidents/gqyp3ffqnnw0,company-own (operational)
tlz38wfg6z6f,2018-12-19T15:07:00,2018-12-19T18:35:00,208,minor,resolved,US-06 Degraded Performance,,,https://braze.statuspage.io/incidents/tlz38wfg6z6f,company-own (operational)
rblzl7kj8hx8,2018-12-02T07:11:00,2018-12-02T07:47:00,36,minor,resolved,Data processing delays on US-01 for some customers,,,https://braze.statuspage.io/incidents/rblzl7kj8hx8,company-own (operational)
lz69xc4fprz8,2018-11-28T12:46:00,2018-11-28T14:11:00,85,minor,resolved,Data processing delays on US-01,,,https://braze.statuspage.io/incidents/lz69xc4fprz8,company-own (operational)
pn162x3392xj,2018-11-12T07:19:00,2018-11-12T19:02:00,703,major,resolved,"Investigating database issues on EU 01 causing dashboard errors, delayed data processing",,,https://braze.statuspage.io/incidents/pn162x3392xj,company-own (operational)
zdx80dcrwz12,2018-11-08T13:29:00,2018-11-08T14:08:00,39,minor,resolved,Currents Delay in EU,,,https://braze.statuspage.io/incidents/zdx80dcrwz12,company-own (operational)
zwphzm9c8kwt,2018-11-08T09:44:00,2018-11-08T11:39:00,115,critical,resolved,US-01 Data collection API Outage,,,https://braze.statuspage.io/incidents/zwphzm9c8kwt,company-own (operational)
bk9d1k2t7777,2018-11-06T10:25:00,2018-11-06T13:58:00,213,minor,resolved,Delayed data processing and message sending on US01 Cluster,,,https://braze.statuspage.io/incidents/bk9d1k2t7777,company-own (operational)
57ypwp8z6zjn,2018-10-30T14:46:00,2018-10-30T17:52:00,186,major,resolved,US-01 Degraded Performance,,,https://braze.statuspage.io/incidents/57ypwp8z6zjn,company-own (operational)
fqbqlfgd0njj,2018-10-24T17:07:00,2018-10-24T18:18:00,71,minor,resolved,Dashboard Timeouts on US-04,,,https://braze.statuspage.io/incidents/fqbqlfgd0njj,company-own (operational)
nw0rb5tvstc0,2018-10-22T08:15:00,2018-10-22T09:15:00,60,minor,resolved,Currents Delay in EU,,,https://braze.statuspage.io/incidents/nw0rb5tvstc0,company-own (operational)
ys0k82fqp078,2018-10-11T16:06:00,2018-10-11T17:41:00,95,minor,resolved,Investigating increased error rates on US 01,,,https://braze.statuspage.io/incidents/ys0k82fqp078,company-own (operational)
r331pxdstl6m,2018-10-10T20:30:00,2018-10-10T22:41:00,131,maintenance,resolved,[Scheduled] EU 01 Currents Maintenance,,,https://braze.statuspage.io/incidents/r331pxdstl6m,company-own (operational)
3zmjwtn0l8m8,2018-10-02T11:15:00,2018-10-02T13:45:00,150,minor,resolved,US Currents Delays for S3 connectors,,,https://braze.statuspage.io/incidents/3zmjwtn0l8m8,company-own (operational)
bfdv7zmcjqjf,2018-09-17T10:50:00,2018-09-17T11:07:00,17,minor,resolved,Investigating connectivity issues for some EU customers,,,https://braze.statuspage.io/incidents/bfdv7zmcjqjf,company-own (operational)
02xwhnqds3kj,2018-09-14T14:18:00,2018-09-14T15:15:00,57,none,resolved,Currents Delay in US,,,https://braze.statuspage.io/incidents/02xwhnqds3kj,company-own (operational)
hyvzx53wmgbs,2018-08-29T23:17:00,2018-08-29T23:38:00,21,major,resolved,US cluster connectivity issues,,,https://braze.statuspage.io/incidents/hyvzx53wmgbs,company-own (operational)
kz4p8ph79qs6,2018-08-28T13:46:00,2018-08-28T14:18:00,32,minor,resolved,Currents Delay in EU,,,https://braze.statuspage.io/incidents/kz4p8ph79qs6,company-own (operational)
zhg10nkvr86s,2018-08-22T20:45:00,2018-08-22T21:57:00,72,maintenance,resolved,[Scheduled] EU 01 cluster database maintenance,,,https://braze.statuspage.io/incidents/zhg10nkvr86s,company-own (operational)
qyhgv2pm047c,2018-08-20T10:21:00,2018-08-20T16:24:00,363,minor,resolved,EU 01 connectivity issues,,,https://braze.statuspage.io/incidents/qyhgv2pm047c,company-own (operational)
9ph90qfbtgzh,2018-08-03T10:04:00,2018-08-03T14:18:00,254,minor,resolved,Data processing delays on US-01,,,https://braze.statuspage.io/incidents/9ph90qfbtgzh,company-own (operational)
29p501hcjml4,2018-07-24T15:16:00,2018-07-24T16:01:00,45,minor,resolved,EU 01 degraded data processing and message sending for some customers,,,https://braze.statuspage.io/incidents/29p501hcjml4,company-own (operational)
c2601g6tzv0j,2018-07-18T20:55:00,2018-07-18T23:01:00,126,minor,resolved,EU 01 degraded performance,,,https://braze.statuspage.io/incidents/c2601g6tzv0j,company-own (operational)
8m089jyhbkwn,2018-07-03T07:48:00,2018-07-03T10:59:00,191,critical,resolved,Elevated error rates - US-04,,,https://braze.statuspage.io/incidents/8m089jyhbkwn,company-own (operational)
nlnkxq8wtymw,2018-06-08T01:00:00,2018-06-08T03:00:00,120,maintenance,resolved,[Scheduled] US Network Maintenance - No Impact Expected,,,https://braze.statuspage.io/incidents/nlnkxq8wtymw,company-own (operational)
qxhb3jsr9hqp,2018-05-31T18:10:00,2018-05-31T19:12:00,62,minor,resolved,Investigating increased error rates in US 03,,,https://braze.statuspage.io/incidents/qxhb3jsr9hqp,company-own (operational)
hjqgcvd0rwdy,2018-05-04T14:22:00,2018-05-04T08:01:00,1059,minor,resolved,Currents Data Processing Delays,,,https://braze.statuspage.io/incidents/hjqgcvd0rwdy,company-own (operational)
33wp011jk2nb,2018-04-25T02:01:00,2018-04-25T05:01:00,180,maintenance,resolved,[Scheduled] US Network Maintenance - No Impact Expected,,,https://braze.statuspage.io/incidents/33wp011jk2nb,company-own (operational)
9hqh9zjn298q,2018-04-06T05:22:00,2018-04-06T05:39:00,17,none,resolved,US 03 degraded performance,,,https://braze.statuspage.io/incidents/9hqh9zjn298q,company-own (operational)
rbr8jj7tgj9m,2018-04-05T08:20:00,2018-04-05T08:34:00,14,minor,resolved,US 01 action-based campaign and canvas sending delays,,,https://braze.statuspage.io/incidents/rbr8jj7tgj9m,company-own (operational)
s6yh63qfsdm8,2018-03-30T14:34:00,2018-03-30T17:17:00,163,minor,resolved,Data processing delays on US clusters,,,https://braze.statuspage.io/incidents/s6yh63qfsdm8,company-own (operational)
cmw5hm25dr3z,2018-03-30T05:35:00,2018-03-30T06:22:00,47,minor,resolved,US 01 degraded performance,,,https://braze.statuspage.io/incidents/cmw5hm25dr3z,company-own (operational)
k34f6qm11h3x,2018-03-29T13:08:00,2018-03-29T15:55:00,167,minor,resolved,US 01 degraded performance,,,https://braze.statuspage.io/incidents/k34f6qm11h3x,company-own (operational)
17ny79p7z8jx,2018-03-28T16:35:00,2018-03-28T09:05:00,990,none,resolved,Currents export delayed for US clusters,,,https://braze.statuspage.io/incidents/17ny79p7z8jx,company-own (operational)
0gkzvbd7bwmh,2018-03-26T15:09:00,2018-03-26T16:03:00,54,major,resolved,Data Collection Issues,,,https://braze.statuspage.io/incidents/0gkzvbd7bwmh,company-own (operational)
6l917t25051g,2018-03-13T16:01:00,2018-03-13T16:31:00,30,minor,resolved,Delays sending Android push in EU 01 environment,,,https://braze.statuspage.io/incidents/6l917t25051g,company-own (operational)
58cw32pcw0pz,2018-03-09T17:20:00,2018-03-09T17:36:00,16,minor,resolved,Increased error rates for EU 01 REST API,,,https://braze.statuspage.io/incidents/58cw32pcw0pz,company-own (operational)
0njfy7h6gjp1,2018-01-25T11:04:00,2018-01-25T13:44:00,160,minor,resolved,EU 01 - Database Slowness,,,https://braze.statuspage.io/incidents/0njfy7h6gjp1,company-own (operational)
cnxp56g7d547,2018-01-05T10:57:00,2018-01-05T01:58:00,901,minor,resolved,"Monitoring impact of ""Meltdown"" related to Intel security vulnerability",,,https://braze.statuspage.io/incidents/cnxp56g7d547,company-own (operational)
0h1gkwbtc7z5,2017-12-21T13:43:00,2017-12-21T15:25:00,102,major,resolved,EU-01 - Elevated Errors,,,https://braze.statuspage.io/incidents/0h1gkwbtc7z5,company-own (operational)
