date,kind,event,source_file,evidence
2025-10-24,infrastructure,host provisioned: partnerlab.braze.com,subdomains.csv,infrastructure (CT)
2025-10-24,release,braze-android-sdk v40.0.1,sdk_releases.csv,company-own (technical)
2025-10-28,release,braze-xamarin-sdk 8.0.0,sdk_releases.csv,company-own (technical)
2025-10-30,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2025-10-31,financial,FY2026 as at 2025-10-31 reported,financials_annual.csv,audited (SEC XBRL)
2025-11-03,release,braze-android-sdk v40.0.2,sdk_releases.csv,company-own (technical)
2025-11-03,release,public repo created: braze-vega-sdk,repos.csv,company-own (technical)
2025-11-04,incident,incident (none): EU02 Dashboard errors,incidents.csv,company-own (operational)
2025-11-04,infrastructure,host provisioned: view2023.birdeye.com,subdomains.csv,infrastructure (CT)
2025-11-04,infrastructure,host provisioned: view2023registration.birdeye.com,subdomains.csv,infrastructure (CT)
2025-11-06,release,braze-react-native-sdk 18.0.0,sdk_releases.csv,company-own (technical)
2025-11-12,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2025-11-18,incident,incident (major): US01 and US03 Dashboard and SDK Errors,incidents.csv,company-own (operational)
2025-11-18,incident,incident (none): US02 Dashboard and SDK Errors,incidents.csv,company-own (operational)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,4 filed,filings.csv,statutory (SEC)
2025-11-20,filing,144 filed,filings.csv,statutory (SEC)
2025-11-24,incident,incident (major): EU01 REST API and SDK Data Collection Errors,incidents.csv,company-own (operational)
2025-11-29,release,public repo created: elastic-ci-stack-for-aws,repos.csv,company-own (technical)
2025-11-30,infrastructure,host provisioned: confluence-uat.braze.com,subdomains.csv,infrastructure (CT)
2025-11-30,infrastructure,host provisioned: confluence.atl.braze.com,subdomains.csv,infrastructure (CT)
2025-12-07,release,public repo created: aks-engine-azurestack,repos.csv,company-own (technical)
2025-12-09,filing,"8-K filed (2.02,7.01,9.01)",filings.csv,statutory (SEC)
2025-12-09,infrastructure,host provisioned: jira-uat.braze.com,subdomains.csv,infrastructure (CT)
2025-12-09,infrastructure,host provisioned: jira.atl.braze.com,subdomains.csv,infrastructure (CT)
2025-12-10,filing,4 filed,filings.csv,statutory (SEC)
2025-12-10,filing,10-Q filed,filings.csv,statutory (SEC)
2025-12-11,release,braze-swift-sdk 14.0.0,sdk_releases.csv,company-own (technical)
2025-12-11,release,braze-android-sdk v40.1.0,sdk_releases.csv,company-own (technical)
2025-12-11,release,braze-swift-sdk-prebuilt-dynamic 14.0.0,sdk_releases.csv,company-own (technical)
2025-12-11,release,braze-swift-sdk-prebuilt-static 14.0.0,sdk_releases.csv,company-own (technical)
2025-12-11,release,braze-swift-sdk-prebuilt-mergeable 14.0.0,sdk_releases.csv,company-own (technical)
2025-12-15,infrastructure,host provisioned: arxkc89723.stage.lithium.com,subdomains.csv,infrastructure (CT)
2025-12-15,infrastructure,host provisioned: community-stage.braze.com,subdomains.csv,infrastructure (CT)
2025-12-17,filing,144 filed,filings.csv,statutory (SEC)
2025-12-19,filing,4 filed,filings.csv,statutory (SEC)
2026-01-06,incident,incident (critical): US05 Dashboard Errors,incidents.csv,company-own (operational)
2026-01-07,release,braze-android-sdk v40.1.1,sdk_releases.csv,company-own (technical)
2026-01-13,incident,incident (none): SMS outbound sending delays,incidents.csv,company-own (operational)
2026-01-14,release,braze-swift-sdk 14.0.1,sdk_releases.csv,company-own (technical)
2026-01-14,release,braze-swift-sdk-prebuilt-dynamic 14.0.1,sdk_releases.csv,company-own (technical)
2026-01-14,release,braze-swift-sdk-prebuilt-static 14.0.1,sdk_releases.csv,company-own (technical)
2026-01-14,release,braze-swift-sdk-prebuilt-mergeable 14.0.1,sdk_releases.csv,company-own (technical)
2026-01-19,infrastructure,host provisioned: learning.braze.com,subdomains.csv,infrastructure (CT)
2026-01-20,infrastructure,host provisioned: ablink.internal.braze.com,subdomains.csv,infrastructure (CT)
2026-01-21,filing,SCHEDULE 13G filed,filings.csv,statutory (SEC)
2026-01-21,infrastructure,host provisioned: brand.braze.com,subdomains.csv,infrastructure (CT)
2026-01-21,infrastructure,host provisioned: braze.bynder.com,subdomains.csv,infrastructure (CT)
2026-01-22,incident,incident (minor): Email delivery issues,incidents.csv,company-own (operational)
2026-01-24,incident,incident (none): Gmail consumers experiencing banners indicating missing spam checks,incidents.csv,company-own (operational)
2026-01-28,infrastructure,host provisioned: events-app.braze.com,subdomains.csv,infrastructure (CT)
2026-01-28,release,braze-android-sdk v40.2.0,sdk_releases.csv,company-own (technical)
2026-01-31,financial,FY2026 reported,financials_annual.csv,audited (SEC XBRL)
2026-02-02,filing,SCHEDULE 13G filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,4 filed,filings.csv,statutory (SEC)
2026-02-02,filing,"8-K filed (3.03,5.03,8.01,9.01)",filings.csv,statutory (SEC)
2026-02-03,filing,4 filed,filings.csv,statutory (SEC)
2026-02-03,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-02-03,incident,incident (critical): US02 Dashboard and SDK increased errors,incidents.csv,company-own (operational)
2026-02-05,release,braze-android-sdk v41.0.0,sdk_releases.csv,company-own (technical)
2026-02-06,release,braze-react-native-sdk 19.0.0,sdk_releases.csv,company-own (technical)
2026-02-17,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-02-17,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-02-17,infrastructure,host provisioned: portal.help.braze.com,subdomains.csv,infrastructure (CT)
2026-02-18,incident,incident (minor): EU01 & EU02 Dashboard Errors,incidents.csv,company-own (operational)
2026-02-18,infrastructure,host provisioned: click.updates.braze.com,subdomains.csv,infrastructure (CT)
2026-02-18,infrastructure,host provisioned: mail.development.braze.com,subdomains.csv,infrastructure (CT)
2026-02-18,release,braze-xamarin-sdk 9.0.0,sdk_releases.csv,company-own (technical)
2026-02-19,filing,144 filed,filings.csv,statutory (SEC)
2026-02-19,infrastructure,host provisioned: help.platform.braze.com,subdomains.csv,infrastructure (CT)
2026-02-19,infrastructure,host provisioned: platform.braze.com,subdomains.csv,infrastructure (CT)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,filing,4 filed,filings.csv,statutory (SEC)
2026-02-20,release,braze-android-sdk v41.1.0,sdk_releases.csv,company-own (technical)
2026-02-24,incident,incident (minor): Outbound email latency for non-EU Bird (Sparkpost) customers,incidents.csv,company-own (operational)
2026-02-24,release,braze-android-sdk v41.1.1,sdk_releases.csv,company-own (technical)
2026-02-27,release,braze-react-native-sdk 19.1.0,sdk_releases.csv,company-own (technical)
2026-02-27,release,braze-swift-sdk 14.0.2,sdk_releases.csv,company-own (technical)
2026-02-27,release,braze-swift-sdk-prebuilt-dynamic 14.0.2,sdk_releases.csv,company-own (technical)
2026-02-27,release,braze-swift-sdk-prebuilt-static 14.0.2,sdk_releases.csv,company-own (technical)
2026-02-27,release,braze-swift-sdk-prebuilt-mergeable 14.0.2,sdk_releases.csv,company-own (technical)
2026-03-06,release,braze-swift-sdk 14.0.3,sdk_releases.csv,company-own (technical)
2026-03-06,release,braze-swift-sdk-prebuilt-dynamic 14.0.3,sdk_releases.csv,company-own (technical)
2026-03-06,release,braze-swift-sdk-prebuilt-static 14.0.3,sdk_releases.csv,company-own (technical)
2026-03-06,release,braze-swift-sdk-prebuilt-mergeable 14.0.3,sdk_releases.csv,company-own (technical)
2026-03-17,incident,incident (major): US05 Dashboard latency,incidents.csv,company-own (operational)
2026-03-18,release,braze-swift-sdk 14.0.4,sdk_releases.csv,company-own (technical)
2026-03-18,release,braze-swift-sdk-prebuilt-dynamic 14.0.4,sdk_releases.csv,company-own (technical)
2026-03-18,release,braze-swift-sdk-prebuilt-static 14.0.4,sdk_releases.csv,company-own (technical)
2026-03-18,release,braze-swift-sdk-prebuilt-mergeable 14.0.4,sdk_releases.csv,company-own (technical)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,filing,4 filed,filings.csv,statutory (SEC)
2026-03-20,incident,incident (minor): US07 Dashboard latency and errors,incidents.csv,company-own (operational)
2026-03-24,filing,"8-K filed (2.02,9.01)",filings.csv,statutory (SEC)
2026-03-24,incident,incident (minor): EU02 customer unsubscribe errors,incidents.csv,company-own (operational)
2026-03-25,filing,S-8 filed,filings.csv,statutory (SEC)
2026-03-25,filing,10-K filed,filings.csv,statutory (SEC)
2026-03-26,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-03-26,release,braze-cordova-sdk 15.0.0,sdk_releases.csv,company-own (technical)
2026-03-31,release,public repo created: Draftboard,repos.csv,company-own (technical)
2026-04-01,infrastructure,host provisioned: attend.agiloft.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: attend.intercomevents.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: attendelevate.medallion.co,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: autoqa.supportlogic.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: beyondtheperimeter2023.events.ams.goldcast.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: beyondtheperimeter2023.events.apj.goldcast.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: beyondtheperimeter2023.events.emea.goldcast.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: bfcm-unpacked.shipbob.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: creatorexperienceconference.traackr.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: demofest.consensus.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: event.betterup.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: event.enterprisegrowthalliance.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: event.hwcon22.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: event.ontra.ai,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.alation.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.emburse.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.jebbit.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.nasuni.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.phenom.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.prod.gcpublic.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: events.sysaid.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: forge-amer.globalevents.braze.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: forge-emea.globalevents.braze.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: globalevents.braze.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: globalwebinars.hootsuite.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: go.events.tecton.ai,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: go.graylog.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: guesslessandsellmore.mailchimp.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: innovate.radar.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: irlondemand.radar.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: leapday2024.activecampaign.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: live.events.arbinger.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: live.xentral.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: mtes.kobiton.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: penteracon2023.pentera.io,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: pipelinesummit.qualified.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: rko2024.ontra.ai,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: talentsummit2023.gem.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: testevents.gcpublic.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: webinars.qualified.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: wms-unpacked.shipbob.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: www.connect.accela.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: www.domorewithmailchimp.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: www.rippleswellglobal.com,subdomains.csv,infrastructure (CT)
2026-04-01,infrastructure,host provisioned: www.ripplewebinar.com,subdomains.csv,infrastructure (CT)
2026-04-02,release,braze-react-native-sdk 19.2.0,sdk_releases.csv,company-own (technical)
2026-04-03,release,public repo created: grape-swagger,repos.csv,company-own (technical)
2026-04-06,filing,144 filed,filings.csv,statutory (SEC)
2026-04-06,incident,incident (none): US01 SDK errors,incidents.csv,company-own (operational)
2026-04-07,filing,"8-K filed (5.02,9.01)",filings.csv,statutory (SEC)
2026-04-08,filing,4 filed,filings.csv,statutory (SEC)
2026-04-08,incident,incident (major): Delays in Support Case Creation via Email,incidents.csv,company-own (operational)
2026-04-09,filing,144 filed,filings.csv,statutory (SEC)
2026-04-13,filing,4 filed,filings.csv,statutory (SEC)
2026-04-13,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-13,release,public repo created: release-notes,repos.csv,company-own (technical)
2026-04-14,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-14,release,braze-android-sdk v42.0.0,sdk_releases.csv,company-own (technical)
2026-04-15,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-15,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-15,release,braze-react-native-sdk 20.0.0,sdk_releases.csv,company-own (technical)
2026-04-16,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-16,incident,incident (maintenance): [Scheduled] Scheduled maintenance for Braze CDI,incidents.csv,company-own (operational)
2026-04-16,release,braze-swift-sdk 14.1.0,sdk_releases.csv,company-own (technical)
2026-04-16,release,braze-swift-sdk-prebuilt-dynamic 14.1.0,sdk_releases.csv,company-own (technical)
2026-04-16,release,braze-swift-sdk-prebuilt-static 14.1.0,sdk_releases.csv,company-own (technical)
2026-04-16,release,braze-swift-sdk-prebuilt-mergeable 14.1.0,sdk_releases.csv,company-own (technical)
2026-04-17,incident,incident (none): US01 SDK errors,incidents.csv,company-own (operational)
2026-04-17,release,braze-android-sdk v42.1.0,sdk_releases.csv,company-own (technical)
2026-04-20,incident,incident (major): Issue impacting EU01,incidents.csv,company-own (operational)
2026-04-24,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-04-28,filing,"8-K filed (5.02,7.01,9.01)",filings.csv,statutory (SEC)
2026-04-29,release,braze-android-sdk v42.2.0,sdk_releases.csv,company-own (technical)
2026-04-30,financial,FY2027 as at 2026-04-30 reported,financials_annual.csv,audited (SEC XBRL)
2026-04-30,release,braze-cordova-sdk 16.0.0,sdk_releases.csv,company-own (technical)
2026-04-30,release,braze-segment-swift 8.0.0,sdk_releases.csv,company-own (technical)
2026-04-30,release,braze-react-native-sdk 20.1.0,sdk_releases.csv,company-own (technical)
2026-05-07,incident,incident (minor): Agent Console auto model errors,incidents.csv,company-own (operational)
2026-05-07,incident,incident (minor): SMS Delivery Delays to Multiple Countries in Europe,incidents.csv,company-own (operational)
2026-05-08,filing,PRE 14A filed,filings.csv,statutory (SEC)
2026-05-08,incident,incident (minor): US05 Processing Latency,incidents.csv,company-own (operational)
2026-05-11,infrastructure,host provisioned: openlab.braze.com,subdomains.csv,infrastructure (CT)
2026-05-13,release,braze-cordova-sdk 16.0.1,sdk_releases.csv,company-own (technical)
2026-05-14,filing,SCHEDULE 13G/A filed,filings.csv,statutory (SEC)
2026-05-18,filing,ARS filed,filings.csv,statutory (SEC)
2026-05-18,filing,DEFA14A filed,filings.csv,statutory (SEC)
2026-05-18,filing,DEF 14A filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-19,filing,4 filed,filings.csv,statutory (SEC)
2026-05-20,release,public repo created: redis-cluster-client,repos.csv,company-own (technical)
2026-05-22,incident,incident (minor): US01 and EU01 Processing Latency,incidents.csv,company-own (operational)
2026-05-26,infrastructure,host provisioned: pub-services.fra.braze.eu,subdomains.csv,infrastructure (CT)
2026-05-26,infrastructure,host provisioned: pub-services.iad.appboy.com,subdomains.csv,infrastructure (CT)
2026-05-26,infrastructure,host provisioned: pub-services.iad.appboy.eu,subdomains.csv,infrastructure (CT)
2026-05-26,infrastructure,host provisioned: pub-services.iad.braze.com,subdomains.csv,infrastructure (CT)
2026-05-26,infrastructure,host provisioned: pub-services.iad.braze.eu,subdomains.csv,infrastructure (CT)
2026-05-26,release,braze-swift-sdk 14.2.0,sdk_releases.csv,company-own (technical)
2026-05-26,release,braze-swift-sdk-prebuilt-dynamic 14.2.0,sdk_releases.csv,company-own (technical)
2026-05-26,release,braze-swift-sdk-prebuilt-static 14.2.0,sdk_releases.csv,company-own (technical)
2026-05-26,release,braze-swift-sdk-prebuilt-mergeable 14.2.0,sdk_releases.csv,company-own (technical)
2026-05-27,filing,"8-K filed (2.02,5.02,9.01)",filings.csv,statutory (SEC)
2026-05-28,filing,10-Q filed,filings.csv,statutory (SEC)
2026-05-28,release,braze-swift-sdk 14.2.1,sdk_releases.csv,company-own (technical)
2026-05-28,release,braze-android-sdk v42.3.0,sdk_releases.csv,company-own (technical)
2026-05-28,release,braze-swift-sdk-prebuilt-dynamic 14.2.1,sdk_releases.csv,company-own (technical)
2026-05-28,release,braze-swift-sdk-prebuilt-static 14.2.1,sdk_releases.csv,company-own (technical)
2026-05-28,release,braze-swift-sdk-prebuilt-mergeable 14.2.1,sdk_releases.csv,company-own (technical)
2026-05-29,filing,3 filed,filings.csv,statutory (SEC)
2026-06-01,filing,144 filed,filings.csv,statutory (SEC)
2026-06-02,filing,4 filed,filings.csv,statutory (SEC)
2026-06-02,release,braze-swift-sdk 15.0.0,sdk_releases.csv,company-own (technical)
2026-06-02,release,braze-android-sdk v42.3.1,sdk_releases.csv,company-own (technical)
2026-06-02,release,braze-swift-sdk-prebuilt-dynamic 15.0.0,sdk_releases.csv,company-own (technical)
2026-06-02,release,braze-swift-sdk-prebuilt-static 15.0.0,sdk_releases.csv,company-own (technical)
2026-06-02,release,braze-swift-sdk-prebuilt-mergeable 15.0.0,sdk_releases.csv,company-own (technical)
2026-06-03,release,braze-swift-sdk 15.0.1,sdk_releases.csv,company-own (technical)
2026-06-03,release,braze-swift-sdk-prebuilt-dynamic 15.0.1,sdk_releases.csv,company-own (technical)
2026-06-03,release,braze-swift-sdk-prebuilt-static 15.0.1,sdk_releases.csv,company-own (technical)
2026-06-03,release,braze-swift-sdk-prebuilt-mergeable 15.0.1,sdk_releases.csv,company-own (technical)
2026-06-04,infrastructure,host provisioned: api.gpt-at-braze.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: brz-ai-dev.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: caboodle-backend.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: cc-sdk-01.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: clickhouse-connect.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: cpaas-chat.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: elasticsearch-test.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: fleet-diagnostic-logs.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: internal-rest.id-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: internal-rest.us-09.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: kibana-test.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.s-euc-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: playwright.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-01-internal-app.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-01-internal.id-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-09-internal-app.k8s.cluster-009.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-09-internal.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-09.k8s.cluster-009.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: rest-bulk.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: sdk-01.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: url-shortener-redirect-svc.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-04,infrastructure,host provisioned: webhook.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,filing,SCHEDULE 13G filed,filings.csv,statutory (SEC)
2026-06-05,infrastructure,host provisioned: bifrost.infra.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: churn-pangolin.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: churn-pangolin.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: echo.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-006.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: go-apis-mongo.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: intel-jupyterhub.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: intel-jupyterhub.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: intel-rabbitmq.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: intel-rabbitmq.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: itp-api.au-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: itp-api.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: itp-api.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: itp-api.kr-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: pds.development.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: platform-deployment-service.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: prometheus.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: public-screenshotter.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: reportportal.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-05,infrastructure,host provisioned: screenshotter.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: churn-pangolin.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: devinole.braze.com,subdomains.csv,infrastructure (CT)
2026-06-06,infrastructure,host provisioned: echo-server-internal.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
