slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__movable_ink__dynamic_sms_link,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__movable_ink__dynamic_sms_link.md,Dynamic SMS link preview,This reference article outlines how to turn on and use Movable Ink's SMS link preview feature.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/dynamic_sms_link,2026-09-02,3166,2651,434,8,3,0,12,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__multiplied_media,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__multiplied_media.md,Multiplied Media,"Learn how to use Multiplied Media with Braze to send personalized images, GIFs, and video through email, push notifications, in-app messages, Content Cards, and WhatsApp....",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/multiplied_media,2026-09-02,6601,6040,925,10,6,2,14,1,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__niftyimages,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__niftyimages.md,NiftyImages,"Learn how to connect NiftyImages to Braze to create personalized dynamic visuals, sync contact properties, and publish assets as reusable Content Blocks.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/niftyimages,2026-09-02,8632,8106,1114,17,8,0,22,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__odicci,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__odicci.md,Integrate Odicci with Braze,Step-by-step guide to integrating Odicci with Braze for personalized marketing campaigns,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/odicci,2026-09-02,3718,3251,471,14,5,0,6,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__playable,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__playable.md,Playable,"This reference article outlines the partnership between Braze and Playable, a video platform that allows you to add video content to your Braze email campaigns....",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/playable,2026-09-02,2711,2184,339,7,3,0,6,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__seen,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__seen.md,Seen,"Seen enables personalized video experiences at scale, helping brands drive higher engagement across the customer journey.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/seen,2026-09-02,6213,5740,839,10,5,4,20,1,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__stayfilm,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__stayfilm.md,Stayfilm,"Learn how to integrate Stayfilm personalized video rendering with Braze using webhook campaigns, Connected Content, and Data Transformation.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/stayfilm,2026-09-02,14750,14246,1906,14,7,12,54,4,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__storyly,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__storyly.md,Storyly,"This reference article outlines the partnership between Braze and Storyly, a lightweight SDK, that allows app owners to target their segments and feed Braze with...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/storyly,2026-09-02,3533,3008,448,7,4,0,10,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__stylitics,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__stylitics.md,Stylitics,"This reference article outlines the partnership between Braze and Stylitics, a cloud-based SaaS platform that allows you to enhance your existing email campaigns with engaging...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/stylitics,2026-09-02,5213,4668,734,13,8,0,4,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__videosmart,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__videosmart.md,VideoSmart,"This reference article outlines the partnership between Braze and VideoSmart, a personalized, interactive video technology that enables brands to deliver data-driven, non-linear content at scale....",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/videosmart,2026-09-02,7819,7251,988,16,7,2,23,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__worthy,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__worthy.md,Worthy,"This reference article outlines the partnership between Braze and Worthy, a message personalization platform which allows you to create personalized, rich in-app experiences and deliver...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/worthy,2026-09-02,2524,1978,297,8,4,0,6,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__wsc_sports,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__wsc_sports.md,WSC Sports,"This reference article outlines the partnership between Braze and WSC Sports, a sports video platform that allows you to include rich and robust sports media...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/wsc_sports,2026-09-02,2346,1816,276,7,3,2,8,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__wyng,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__wyng.md,Wyng,"This reference article outlines the partnership between Braze and Wyng, a zero-party data platform used to collect, use, and integrate customer preferences and attributes via...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/wyng,2026-09-02,4062,3533,550,10,5,0,6,0,company-own (technical)
docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__yotpo,docs__partners__message_personalization__dynamic_content__visual_and_interactive_content__yotpo.md,Yotpo,"This reference article outlines the partnership between Braze and Yotpo, a leading eCommerce marketing platform that helps thousands of forward-thinking brands accelerate direct-to-consumer growth.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo,2026-09-02,7198,6646,1018,12,4,8,16,4,company-own (technical)
docs__partners__message_personalization__localization,docs__partners__message_personalization__localization.md,Localization,Browse technology partner integrations for Localization.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization,2026-09-02,646,310,33,2,1,0,0,0,company-own (technical)
docs__partners__message_personalization__localization__crowdin,docs__partners__message_personalization__localization__crowdin.md,Crowdin,"Use the Crowdin integration to translate campaigns, Canvas experiences, email templates, and Content Blocks with Translation Memory, glossaries, and machine translation.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/crowdin,2026-09-02,7783,7322,1059,19,4,0,27,3,company-own (technical)
docs__partners__message_personalization__localization__lilt,docs__partners__message_personalization__localization__lilt.md,LILT,This reference article outlines the partnership between Braze and LILT.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/lilt,2026-09-02,4572,4218,586,10,4,0,8,0,company-own (technical)
docs__partners__message_personalization__localization__lokalise,docs__partners__message_personalization__localization__lokalise.md,Lokalise,"This reference article outlines the partnership between Braze and Lokalise, a translation management service for agile teams.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/lokalise,2026-09-02,8872,8452,1279,22,4,0,20,2,company-own (technical)
docs__partners__message_personalization__localization__phrase,docs__partners__message_personalization__localization__phrase.md,Phrase,"This reference article outlines the partnership between Braze and Phrase, a cloud-based software for localization. This integration allows you to translate email templates and Content...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/phrase,2026-09-02,4315,3840,523,6,5,6,14,0,company-own (technical)
docs__partners__message_personalization__localization__smartling,docs__partners__message_personalization__localization__smartling.md,Smartling,"This reference article outlines the partnership between Braze and Smartling, a cloud-based software for localization. The Braze Connector supports the translation of HTML email templates,...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/smartling,2026-09-02,5104,4616,659,13,4,0,33,0,company-own (technical)
docs__partners__message_personalization__localization__transifex,docs__partners__message_personalization__localization__transifex.md,Transifex,"This reference article outlines the partnership between Braze and Transifex, a localization platform that allows you to automate translation freeing up your teams to focus...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/localization/transifex,2026-09-02,3626,3154,404,5,4,4,8,3,company-own (technical)
docs__partners__message_personalization__location,docs__partners__message_personalization__location.md,Contextual Location,Browse technology partner integrations for Contextual Location.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location,2026-09-02,668,326,35,2,1,0,0,0,company-own (technical)
docs__partners__message_personalization__location__accuweather,docs__partners__message_personalization__location__accuweather.md,AccuWeather,"This reference article outlines the partnership between Braze and AccuWeather, a weather API you can use to personalize your marketing campaigns.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/accuweather,2026-09-02,6807,6366,858,6,3,10,34,6,company-own (technical)
docs__partners__message_personalization__location__bluedot,docs__partners__message_personalization__location__bluedot.md,Bluedot,"This reference article outlines the partnership between Braze and Bluedot, a location platform, providing accurate and straightforward geofencing platform for your apps.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/bluedot,2026-09-02,2574,2121,323,11,4,0,4,0,company-own (technical)
docs__partners__message_personalization__location__flybuy,docs__partners__message_personalization__location__flybuy.md,Flybuy,"This reference article outlines the partnership between Braze and Flybuy, a location services platform, to add location intelligence to your operations and marketing capabilities.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/flybuy,2026-09-02,3417,2957,443,12,5,0,6,0,company-own (technical)
docs__partners__message_personalization__location__foursquare,docs__partners__message_personalization__location__foursquare.md,Foursquare,"This reference article outlines the partnership between Braze and Foursquare, a location data platform, providing real-time event triggering based on location.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/foursquare,2026-09-02,3577,3125,496,7,4,0,8,0,company-own (technical)
docs__partners__message_personalization__location__infillion,docs__partners__message_personalization__location__infillion.md,Infillion,"This reference article outlines the partnership between Braze and Infillion, which enables you to perfect your marketing relevance using location data.",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/infillion,2026-09-02,2971,2530,368,3,2,0,8,0,company-own (technical)
docs__partners__message_personalization__location__loplat,docs__partners__message_personalization__location__loplat.md,loplat,"This reference article outlines the partnership between Braze and loplat, an offline location-based marketing platform, to allow you to execute proximity marketing campaigns by adding...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/loplat,2026-09-02,3808,3341,523,9,4,0,8,0,company-own (technical)
docs__partners__message_personalization__location__radar,docs__partners__message_personalization__location__radar.md,Radar,"This reference article outlines the partnership between Braze and Radar, a geofencing platform, to add location context and tracking to your iOS and Android apps....",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/location/radar,2026-09-02,8116,7673,1098,8,5,6,24,2,company-own (technical)
docs__partners__message_personalization__referrals,docs__partners__message_personalization__referrals.md,Referrals,Browse technology partner integrations for Referrals.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/referrals,2026-09-02,605,281,32,2,1,0,0,0,company-own (technical)
docs__partners__message_personalization__referrals__extole,docs__partners__message_personalization__referrals__extole.md,Extole,"This article outlines the partnership between Braze and Extole, a referral marketing company, that allows you to pull customer events and attributes from refer-a-friend and...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/referrals/extole,2026-09-02,7424,6966,1038,12,6,0,68,0,company-own (technical)
docs__partners__message_personalization__referrals__friendbuy,docs__partners__message_personalization__referrals__friendbuy.md,Friendbuy,Learn how to integrate Friendbuy with Braze.,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/referrals/friendbuy,2026-09-02,3820,3484,504,6,3,0,54,1,company-own (technical)
docs__partners__message_personalization__referrals__mention_me,docs__partners__message_personalization__referrals__mention_me.md,Mention Me,Mention Me Integration Setup Guide,partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/referrals/mention_me,2026-09-02,2445,2116,328,5,4,0,8,0,company-own (technical)
docs__partners__message_personalization__referrals__talkable,docs__partners__message_personalization__referrals__talkable.md,Talkable,"This reference article outlines the partnership between Braze and Talkable, a referral marketing platform that syncs marketing email opt-ins from referral campaigns to Braze in...",partners/message_personalization,https://www.braze.com/docs/partners/message_personalization/referrals/talkable,2026-09-02,10947,10479,1581,22,10,0,61,2,company-own (technical)
docs__partners__third_party_liability,docs__partners__third_party_liability.md,Third party liability,This reference article details policies around liability Braze holds in reference to its associated third parties.,partners/third_party_liability,https://www.braze.com/docs/partners/third_party_liability,2026-09-02,853,483,78,1,0,0,0,0,company-own (technical)
docs__releases__2025__10_14_25,docs__releases__2025__10_14_25.md,"October 14, 2025 release","This article contains release notes for October 14, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/10_14_25,2026-09-02,7375,7091,989,24,7,0,0,0,company-own (technical)
docs__releases__2025__11_11_25,docs__releases__2025__11_11_25.md,"November 11, 2025 release","This article contains release notes for November 11, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/11_11_25,2026-09-02,8687,8401,1246,24,5,0,0,0,company-own (technical)
docs__releases__2025__12_9_25,docs__releases__2025__12_9_25.md,"December 9, 2025 release","This article contains release notes for December 9, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/12_9_25,2026-09-02,2359,2077,314,13,5,0,0,0,company-own (technical)
docs__releases__2025__3_4_25,docs__releases__2025__3_4_25.md,"March 4, 2025 release","This article contains release notes for March 4, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/3_4_25,2026-09-02,5082,4808,746,23,7,0,6,0,company-own (technical)
docs__releases__2025__4_1_25,docs__releases__2025__4_1_25.md,"April 1, 2025 release","This article contains release notes for April 1, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/4_1_25,2026-09-02,7614,7340,1148,28,6,0,0,0,company-own (technical)
docs__releases__2025__4_29_25,docs__releases__2025__4_29_25.md,"April 29, 2025 release","This article contains release notes for April 1, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/4_29_25,2026-09-02,6509,6232,981,28,7,0,0,0,company-own (technical)
docs__releases__2025__5_27_25,docs__releases__2025__5_27_25.md,"May 27, 2025 release","This article contains release notes for May 27, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/5_27_25,2026-09-02,7769,7495,1192,23,6,0,0,0,company-own (technical)
docs__releases__2025__6_24_25,docs__releases__2025__6_24_25.md,"June 24, 2025 release","This article contains release notes for June 24, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/6_24_25,2026-09-02,3439,3163,500,15,6,0,0,0,company-own (technical)
docs__releases__2025__7_22_25,docs__releases__2025__7_22_25.md,"July 22, 2025 release","This article contains release notes for July 22, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/7_22_25,2026-09-02,7865,7589,1183,23,6,0,0,0,company-own (technical)
docs__releases__2025__8_19_25,docs__releases__2025__8_19_25.md,"August 19, 2025 release","This article contains release notes for August 19, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/8_19_25,2026-09-02,6729,6449,1009,18,6,0,0,0,company-own (technical)
docs__releases__2025__9_16_25,docs__releases__2025__9_16_25.md,"September 16, 2025 release","This article contains release notes for September 16, 2025.",releases/2025,https://www.braze.com/docs/releases/2025/9_16_25,2026-09-02,2933,2647,418,12,4,0,0,0,company-own (technical)
docs__releases__2026__1_8_26,docs__releases__2026__1_8_26.md,"January 8, 2026 release",This article contains release notes for 1/8/2026.,releases/2026,https://www.braze.com/docs/releases/2026/1_8_26,2026-09-02,3852,3581,550,12,4,0,0,0,company-own (technical)
docs__releases__2026__2_5_26,docs__releases__2026__2_5_26.md,"February 5, 2026 release",This article contains release notes for 2/5/2026.,releases/2026,https://www.braze.com/docs/releases/2026/2_5_26,2026-09-02,8798,8526,1229,27,7,0,0,0,company-own (technical)
docs__releases__2026__3_5_26,docs__releases__2026__3_5_26.md,"March 5, 2026 release",This article contains release notes for 3/5/2026.,releases/2026,https://www.braze.com/docs/releases/2026/3_5_26,2026-09-02,11478,11209,1673,34,6,0,0,0,company-own (technical)
docs__releases__2026__4_2_26,docs__releases__2026__4_2_26.md,"April 2, 2026 release",This article contains release notes for 4/2/26.,releases/2026,https://www.braze.com/docs/releases/2026/4_2_26,2026-09-02,6463,6196,912,21,6,0,0,0,company-own (technical)
docs__releases__2026__4_30_26,docs__releases__2026__4_30_26.md,"April 30, 2026 release","This article contains release notes for April 30, 2026.",releases/2026,https://www.braze.com/docs/releases/2026/4_30_26,2026-09-02,5702,5424,778,21,6,0,0,0,company-own (technical)
docs__releases__2026__5_28_26,docs__releases__2026__5_28_26.md,"May 28, 2026 release",This article contains release notes for 5/28/26.,releases/2026,https://www.braze.com/docs/releases/2026/5_28_26,2026-09-02,6056,5787,866,19,6,0,0,0,company-own (technical)
docs__releases__2026__6_25_26,docs__releases__2026__6_25_26.md,"June 25, 2026 release",This article contains release notes for 6/25/26.,releases/2026,https://www.braze.com/docs/releases/2026/6_25_26,2026-09-02,12734,12464,1880,30,5,0,0,0,company-own (technical)
docs__releases__2026__7_23_26,docs__releases__2026__7_23_26.md,"July 23, 2026 release","This article contains release notes for July 23, 2026.",releases/2026,https://www.braze.com/docs/releases/2026/7_23_26,2026-09-02,8298,8022,1200,25,6,0,0,2,company-own (technical)
docs__releases__2026__8_20_26,docs__releases__2026__8_20_26.md,"August 20, 2026 release","This article contains release notes for August 20, 2026.",releases/2026,https://www.braze.com/docs/releases/2026/8_20_26,2026-09-02,11551,11271,1713,31,6,0,0,0,company-own (technical)
docs__releases__deprecations,docs__releases__deprecations.md,Deprecations,This page includes references to deprecated articles and provides a list of deprecated and unsupported features.,releases/deprecations,https://www.braze.com/docs/releases/deprecations,2026-09-02,6765,6433,995,20,2,0,0,0,company-own (technical)
docs__releases__deprecations__apptimize,docs__releases__deprecations__apptimize.md,Apptimize,This archived article covers the partnership between Apptimize and Braze. Braze has deprecated support for the Apptimize partnership as of September 2019.,releases/deprecations,https://www.braze.com/docs/releases/deprecations/apptimize,2026-09-02,16078,15686,1748,9,3,12,12,0,company-own (technical)
docs__releases__deprecations__custom_broadcast_receiver,docs__releases__deprecations__custom_broadcast_receiver.md,"Custom handling for push receipts, opens, dismissals, and key-value pairs via Broadcast Receiver",This reference article covers creating a custom Broadcast Receiver for Android push notifications,releases/deprecations,https://www.braze.com/docs/releases/deprecations/custom_broadcast_receiver,2026-09-02,6171,5717,714,4,3,10,10,0,company-own (technical)
docs__releases__deprecations__shopify_checkout,docs__releases__deprecations__shopify_checkout.md,Shopify checkout.liquid deprecation,"This article explains the deprecation of Shopify checkout.liquid, including the impact to your Shopify integration and guidance for developers.",releases/deprecations,https://www.braze.com/docs/releases/deprecations/shopify_checkout,2026-09-02,3474,3053,473,7,2,2,2,0,company-own (technical)
docs__releases__deprecations__tls_deprecation,docs__releases__deprecations__tls_deprecation.md,TLS 1.0 & 1.1 deprecation,"This article describes Braze's deprecation of TLS 1.0 and TLS 1.1, completed in May 2018.",releases/deprecations,https://www.braze.com/docs/releases/deprecations/tls_deprecation,2026-09-02,7000,6645,1122,6,3,0,0,0,company-own (technical)
docs__releases__deprecations__twilio,docs__releases__deprecations__twilio.md,Twilio,This article outlines the partnership between Braze and Twilio.,releases/deprecations,https://www.braze.com/docs/releases/deprecations/twilio,2026-09-02,2766,2474,394,5,4,0,7,1,company-own (technical)
docs__releases__home,docs__releases__home.md,What’s new in Braze,"Braze release notes are published monthly so you can stay up-to-date on major product releases, ongoing product improvements, Braze partnerships,.",releases/home,https://www.braze.com/docs/releases/home,2026-09-02,69677,69326,10289,209,8,0,0,2,company-own (technical)
docs__user_guide__administer,docs__user_guide__administer.md,Administer,"Set up and manage your Braze dashboard, including workspaces, user permissions, security, and billing.",user_guide/administer,https://www.braze.com/docs/user_guide/administer,2026-09-02,1076,756,96,4,3,0,0,0,company-own (technical)
docs__user_guide__administer__global,docs__user_guide__administer__global.md,Global,"Configure company-wide and workspace-level settings, including user management, authentication, billing, and privacy.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global,2026-09-02,753,407,47,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__admin_settings,docs__user_guide__administer__global__admin_settings.md,Admin settings,"Manage company-wide admin settings that apply across all workspaces, including contact information, notification preferences, security policies, and OAuth access.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings,2026-09-02,1248,818,106,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__contact_information,docs__user_guide__administer__global__admin_settings__contact_information.md,Contact information,This reference article covers important information for admins on managing your company's contact information and time zone in Braze.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/contact_information,2026-09-02,1838,1391,224,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__notification_preferences,docs__user_guide__administer__global__admin_settings__notification_preferences.md,Notification preferences,This reference article covers your available options for monitoring messaging and activity in your company account.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/notification_preferences,2026-09-02,5051,4607,655,3,2,0,54,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__oauth_admin,docs__user_guide__administer__global__admin_settings__oauth_admin.md,Manage OAuth settings,Learn how to manage MCP OAuth access for the Braze MCP server.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/oauth_admin,2026-09-02,3548,3186,485,6,5,0,15,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__security_settings,docs__user_guide__administer__global__admin_settings__security_settings.md,Security settings,"This reference article covers generic cross-company security settings, including authentication rules, IP allowlisting, PII, and two-factor authentication (2FA).",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/security_settings,2026-09-02,18779,18310,2791,45,10,0,48,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__security_settings__security_export_s3,docs__user_guide__administer__global__admin_settings__security_settings__security_export_s3.md,Security events export with Amazon S3,This reference article covers how to automatically export security events every day at midnight UTC to Amazon S3.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/security_settings/security_export_s3,2026-09-02,6238,5758,902,12,2,4,4,0,company-own (technical)
docs__user_guide__administer__global__admin_settings__workspace_time_zone,docs__user_guide__administer__global__admin_settings__workspace_time_zone.md,Workspace time zones,"This reference article covers how to configure different time zones for your Braze workspaces, providing more control over campaign and Canvas scheduling for teams operating...",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/admin_settings/workspace_time_zone,2026-09-02,5514,5023,866,7,4,0,0,0,company-own (technical)
docs__user_guide__administer__global__billing,docs__user_guide__administer__global__billing.md,Billing,"This reference article covers the Billing page, where you can monitor and check your data consumption.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/billing,2026-09-02,5065,4716,774,14,4,0,0,0,company-own (technical)
docs__user_guide__administer__global__billing__credits_usage,docs__user_guide__administer__global__billing__credits_usage.md,Credits Usage dashboard,"This reference article covers the Credits Usage dashboard, where you can view self-service insights into your credit usage.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/billing/credits_usage,2026-09-02,11039,10624,1624,31,3,0,0,0,company-own (technical)
docs__user_guide__administer__global__create_and_manage_workspaces,docs__user_guide__administer__global__create_and_manage_workspaces.md,Create and manage workspaces,"This article covers how to create, set up, and manage your workspaces.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/create_and_manage_workspaces,2026-09-02,9055,8675,1424,23,6,0,0,0,company-own (technical)
docs__user_guide__administer__global__create_and_manage_workspaces__migrate_workspace_data,docs__user_guide__administer__global__create_and_manage_workspaces__migrate_workspace_data.md,Migrate data between workspaces and instances,"Learn how workspace data is isolated, what Braze can copy or import across workspaces, and how to plan moves between staging, production, or separate dashboard...",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/create_and_manage_workspaces/migrate_workspace_data,2026-09-02,8258,7722,1181,14,3,0,10,0,company-own (technical)
docs__user_guide__administer__global__privacy,docs__user_guide__administer__global__privacy.md,Privacy,"Understand spam regulations, manage user consent, and use Braze in compliance with data protection laws and regulations.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/privacy,2026-09-02,969,602,83,3,2,0,0,0,company-own (technical)
docs__user_guide__administer__global__privacy__managing_consent,docs__user_guide__administer__global__privacy__managing_consent.md,Manage consent,This reference article provides tips on how to manage consent using Braze.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/privacy/managing_consent,2026-09-02,1954,1591,241,1,0,0,0,0,company-own (technical)
docs__user_guide__administer__global__privacy__spam_regulations,docs__user_guide__administer__global__privacy__spam_regulations.md,Spam regulations,This article provides summaries and resources on various spam regulations that may affect you or your users.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/privacy/spam_regulations,2026-09-02,7504,7105,1148,18,4,0,0,0,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on,docs__user_guide__administer__global__saml_single_sign_on.md,SAML and Single Sign-On,"This landing page is home to articles on single sign-on (SSO). Here, you can find help setting up supported identity providers, or performing a custom...",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on,2026-09-02,1210,770,112,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on__microsoft_entra_sso,docs__user_guide__administer__global__saml_single_sign_on__microsoft_entra_sso.md,Microsoft Entra SSO,This article walks you through how to set up Microsoft Entra single sign-on capabilities with Braze.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on/microsoft_entra_sso,2026-09-02,5748,5324,809,6,2,0,16,2,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on__okta,docs__user_guide__administer__global__saml_single_sign_on__okta.md,Okta,This article will walk you through how to configure Braze to use Okta for single sign-on.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on/okta,2026-09-02,3030,2662,430,7,4,0,18,0,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on__onelogin,docs__user_guide__administer__global__saml_single_sign_on__onelogin.md,OneLogin,This article will walk you through how to configure Braze to use OneLogin for single sign-on.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on/onelogin,2026-09-02,3977,3593,572,6,3,0,18,4,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on__saml_just_in_time_provisioning,docs__user_guide__administer__global__saml_single_sign_on__saml_just_in_time_provisioning.md,SAML just-in-time provisioning,This article will walk you through how to configure SAML just-in-time provisioning to allow new company users to create a Braze account on their first...,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on/saml_just_in_time_provisioning,2026-09-02,5335,4825,758,11,5,0,10,0,company-own (technical)
docs__user_guide__administer__global__saml_single_sign_on__saml_sso_setup,docs__user_guide__administer__global__saml_single_sign_on__saml_sso_setup.md,Service Provider (SP) initiated login,This article will walk you through how to enable SAML single sign-on for your Braze account.,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/saml_single_sign_on/saml_sso_setup,2026-09-02,15218,14794,2221,33,11,4,32,7,company-own (technical)
docs__user_guide__administer__global__user_management,docs__user_guide__administer__global__user_management.md,User management,"This section covers managing Braze dashboard users, permissions, teams, and automated provisioning.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management,2026-09-02,594,224,22,2,1,0,0,0,company-own (technical)
docs__user_guide__administer__global__user_management__automated_user_provisioning,docs__user_guide__administer__global__user_management__automated_user_provisioning.md,Automated user provisioning,This reference article covers what information you need to provide for automated user provisioning and how and where to use your generated System for Cross-domain...,user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management/automated_user_provisioning,2026-09-02,9476,8971,1407,22,9,0,0,0,company-own (technical)
docs__user_guide__administer__global__user_management__internal_groups,docs__user_guide__administer__global__user_management__internal_groups.md,Internal groups,"This reference article describes internal groups, a great way to get insight into your test device's SDK or API logs when testing SDK integration.",user_guide/administer,https://www.braze.com/docs/user_guide/administer/global/user_management/internal_groups,2026-09-02,7226,6776,1122,9,2,0,16,0,company-own (technical)
